split,eventid,gname
test_unseen_organizations,201610210026,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201610260049,Donetsk People's Republic
test_unseen_organizations,201610270067,Free Syrian Army
test_unseen_organizations,201610270089,Ahrar al-Sham
test_unseen_organizations,201610310031,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201611010011,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201611020060,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201611110027,Free Syrian Army
test_unseen_organizations,201611130001,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201611200001,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201611210043,Lashkar-e-Taiba (LeT)
test_unseen_organizations,201611250006,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201611260001,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201611280017,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201611280031,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201611280032,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201611290009,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201611290010,Al-Qaida in the Islamic Maghreb (AQIM)
test_unseen_organizations,201612110024,Communist Party of India - Maoist (CPI-Maoist)
test_unseen_organizations,201612180043,Donetsk People's Republic
test_unseen_organizations,201612180044,Donetsk People's Republic
test_unseen_organizations,201612220002,Tehrik-i-Taliban Pakistan (TTP)
test_unseen_organizations,201612220015,Communist Party of India - Maoist (CPI-Maoist)
test_temporal_2016,201601020007,Al-Shabaab
test_temporal_2016,201601020029,Sudan People's Liberation Movement - North
test_temporal_2016,201601040015,Al-Shabaab
test_temporal_2016,201601040045,Garo National Liberation Army
test_temporal_2016,201601040049,Sinai Province of the Islamic State
test_temporal_2016,201601040056,Al-Qaida in the Arabian Peninsula (AQAP)
test_temporal_2016,201601050017,Adan-Abyan Province of the Islamic State
test_temporal_2016,201601070005,Barqa Province of the Islamic State
test_temporal_2016,201601070006,Islamic State in Egypt
test_temporal_2016,201601070007,Sinai Province of the Islamic State
test_temporal_2016,201601070010,Al-Shabaab
test_temporal_2016,201601070011,Al-Shabaab
test_temporal_2016,201601070023,Al-Shabaab
test_temporal_2016,201601080003,Islamic State in Egypt
test_temporal_2016,201601090002,Baloch Liberation Army (BLA)
test_temporal_2016,201601090003,Sinai Province of the Islamic State
test_temporal_2016,201601090029,Sinai Province of the Islamic State
test_temporal_2016,201601090038,Sinai Province of the Islamic State
test_temporal_2016,201601100001,Al-Shabaab
test_temporal_2016,201601100004,Adan-Abyan Province of the Islamic State
test_temporal_2016,201601100027,Al-Nusrah Front
test_temporal_2016,201601120004,Baloch Liberation Front (BLF)
test_temporal_2016,201601130001,Khorasan Chapter of the Islamic State
test_temporal_2016,201601130009,Al-Shabaab
test_temporal_2016,201601140004,Sinai Province of the Islamic State
test_temporal_2016,201601140008,Kurdistan Workers' Party (PKK)
test_temporal_2016,201601140012,Barqa Province of the Islamic State
test_temporal_2016,201601140013,Barqa Province of the Islamic State
test_temporal_2016,201601150004,Al-Shabaab
test_temporal_2016,201601150029,Khorasan Chapter of the Islamic State
test_temporal_2016,201601150082,Lashkar-e-Balochistan
test_temporal_2016,201601160061,Al-Shabaab
test_temporal_2016,201601170004,Barqa Province of the Islamic State
test_temporal_2016,201601170028,Al-Shabaab
test_temporal_2016,201601170035,Sinai Province of the Islamic State
test_temporal_2016,201601170036,Islamic State in Egypt
test_temporal_2016,201601170048,Al-Shabaab
test_temporal_2016,201601180002,Al-Shabaab
test_temporal_2016,201601190012,Barqa Province of the Islamic State
test_temporal_2016,201601190014,Barqa Province of the Islamic State
test_temporal_2016,201601190040,Sinai Province of the Islamic State
test_temporal_2016,201601200003,Sinai Province of the Islamic State
test_temporal_2016,201601210009,Barqa Province of the Islamic State
test_temporal_2016,201601210037,Baloch Liberation Army (BLA)
test_temporal_2016,201601220007,Al-Shabaab
test_temporal_2016,201601220008,Al-Shabaab
test_temporal_2016,201601220025,Khorasan Chapter of the Islamic State
test_temporal_2016,201601220036,New People's Army (NPA)
test_temporal_2016,201601230003,Barqa Province of the Islamic State
test_temporal_2016,201601260003,Al-Shabaab
test_temporal_2016,201601260020,New People's Army (NPA)
test_temporal_2016,201601270002,Sinai Province of the Islamic State
test_temporal_2016,201601280004,United Baloch Army (UBA)
test_temporal_2016,201601280005,Sinai Province of the Islamic State
test_temporal_2016,201601280007,Adan-Abyan Province of the Islamic State
test_temporal_2016,201601280019,Baloch Liberation Front (BLF)
test_temporal_2016,201601290002,Halqa-e-Mehsud
test_temporal_2016,201601290009,Adan-Abyan Province of the Islamic State
test_temporal_2016,201601290024,Sinai Province of the Islamic State
test_temporal_2016,201601300020,New People's Army (NPA)
test_temporal_2016,201601300021,New People's Army (NPA)
test_temporal_2016,201601300022,New People's Army (NPA)
test_temporal_2016,201601300024,Boko Haram
test_temporal_2016,201601310003,Lashkar-e-Balochistan
test_temporal_2016,201601310026,Sinai Province of the Islamic State
test_temporal_2016,201601310034,Al-Shabaab
test_temporal_2016,201602010018,Al-Shabaab
test_temporal_2016,201602010024,Al-Qaida in the Arabian Peninsula (AQAP)
test_temporal_2016,201602020018,Al-Shabaab
test_temporal_2016,201602030018,Baloch Liberation Army (BLA)
test_temporal_2016,201602030019,United Baloch Army (UBA)
test_temporal_2016,201602030020,Baloch Liberation Front (BLF)
test_temporal_2016,201602030043,United Baloch Army (UBA)
test_temporal_2016,201602030044,United Baloch Army (UBA)
test_temporal_2016,201602030077,New People's Army (NPA)
test_temporal_2016,201602030078,New People's Army (NPA)
test_temporal_2016,201602030079,New People's Army (NPA)
test_temporal_2016,201602030087,Barqa Province of the Islamic State
test_temporal_2016,201602050001,Bangsamoro Islamic Freedom Movement (BIFM)
test_temporal_2016,201602050017,Bangsamoro Islamic Freedom Movement (BIFM)
test_temporal_2016,201602050051,Bangsamoro Islamic Freedom Movement (BIFM)
test_temporal_2016,201602060045,Al-Shabaab
test_temporal_2016,201602060048,Jaish-e-Islam
test_temporal_2016,201602070001,New People's Army (NPA)
test_temporal_2016,201602070015,Al-Shabaab
test_temporal_2016,201602070033,Al-Shabaab
test_temporal_2016,201602080008,Houthi extremists (Ansar Allah)
test_temporal_2016,201602090041,Sinai Province of the Islamic State
test_temporal_2016,201602100050,Garo National Liberation Army
test_temporal_2016,201602110014,Al-Shabaab
test_temporal_2016,201602130025,Sinai Province of the Islamic State
test_temporal_2016,201602130037,Houthi extremists (Ansar Allah)
test_temporal_2016,201602140015,Baloch Liberation Front (BLF)
test_temporal_2016,201602140033,Al-Shabaab
test_temporal_2016,201602140037,Halqa-e-Mehsud
test_temporal_2016,201602150001,Caucasus Province of the Islamic State
test_temporal_2016,201602150017,Al-Shabaab
test_temporal_2016,201602150018,Al-Shabaab
test_temporal_2016,201602150037,Al-Shabaab
test_temporal_2016,201602160011,Al-Shabaab
test_temporal_2016,201602160013,New People's Army (NPA)
test_temporal_2016,201602160014,New People's Army (NPA)
test_temporal_2016,201602160020,Bangsamoro Islamic Freedom Movement (BIFM)
test_temporal_2016,201602160021,Bangsamoro Islamic Freedom Movement (BIFM)
test_temporal_2016,201602160022,Al-Qaida in the Arabian Peninsula (AQAP)
test_temporal_2016,201602160038,Islamic State in Egypt
test_temporal_2016,201602170062,Khorasan Chapter of the Islamic State
test_temporal_2016,201602180014,New People's Army (NPA)
test_temporal_2016,201602180043,Al-Shabaab
test_temporal_2016,201602180056,New People's Army (NPA)
test_temporal_2016,201602190004,Halqa-e-Mehsud
test_temporal_2016,201602190056,Khorasan Chapter of the Islamic State
test_temporal_2016,201602200001,Lashkar-e-Balochistan
test_temporal_2016,201602210054,Sinai Province of the Islamic State
test_temporal_2016,201602220001,Al-Shabaab
test_temporal_2016,201602230001,Halqa-e-Mehsud
test_temporal_2016,201602230054,New People's Army (NPA)
test_temporal_2016,201602250001,Al-Shabaab
test_temporal_2016,201602250038,New People's Army (NPA)
test_temporal_2016,201602260013,Barqa Province of the Islamic State
test_temporal_2016,201602260014,Al-Shabaab
test_temporal_2016,201602260022,Al-Shabaab
test_temporal_2016,201602270029,Al-Shabaab
test_temporal_2016,201602270048,Sinai Province of the Islamic State
test_temporal_2016,201602280013,Al-Shabaab
test_temporal_2016,201602280014,Al-Shabaab
test_temporal_2016,201602280036,Sinai Province of the Islamic State
test_temporal_2016,201602280041,Garo National Liberation Army
test_temporal_2016,201602290031,Al-Shabaab
test_temporal_2016,201602290058,Sinai Province of the Islamic State
test_temporal_2016,201603010026,Al-Shabaab
test_temporal_2016,201603010062,Ansar al-Dine (Mali)
test_temporal_2016,201603010068,Khorasan Chapter of the Islamic State
test_temporal_2016,201603020027,Baloch Liberation Front (BLF)
test_temporal_2016,201603020029,Al-Shabaab
test_temporal_2016,201603020038,Sinai Province of the Islamic State
test_temporal_2016,201603030017,Al-Shabaab
test_temporal_2016,201603040017,Adan-Abyan Province of the Islamic State
test_temporal_2016,201603040023,The New Irish Republican Army
test_temporal_2016,201603050012,Al-Shabaab
test_temporal_2016,201603050015,Al-Shabaab
test_temporal_2016,201603050028,Islamic State in Egypt
test_temporal_2016,201603070014,Al-Shabaab
test_temporal_2016,201603070026,Sinai Province of the Islamic State
test_temporal_2016,201603070033,New People's Army (NPA)
test_temporal_2016,201603080040,Sinai Province of the Islamic State
test_temporal_2016,201603090023,Al-Shabaab
test_temporal_2016,201603120028,United National Liberation Front (UNLF)
test_temporal_2016,201603120060,Al-Qaida in the Arabian Peninsula (AQAP)
test_temporal_2016,201603130021,Al-Shabaab
test_temporal_2016,201603130077,Al-Shabaab
test_temporal_2016,201603140040,Bangsamoro Islamic Freedom Movement (BIFM)
test_temporal_2016,201603140042,Sinai Province of the Islamic State
test_temporal_2016,201603140044,Sinai Province of the Islamic State
test_temporal_2016,201603140045,Sinai Province of the Islamic State
test_temporal_2016,201603150036,Al-Shabaab
test_temporal_2016,201603150037,Al-Shabaab
test_temporal_2016,201603160014,Barqa Province of the Islamic State
test_temporal_2016,201603160041,Khorasan Chapter of the Islamic State
test_temporal_2016,201603170017,Sinai Province of the Islamic State
test_temporal_2016,201603170020,Sinai Province of the Islamic State
test_temporal_2016,201603180020,Al-Shabaab
test_temporal_2016,201603190013,Al-Shabaab
test_temporal_2016,201603190015,Sinai Province of the Islamic State
test_temporal_2016,201603200017,Al-Shabaab
test_temporal_2016,201603220086,Sinai Province of the Islamic State
test_temporal_2016,201603220088,Ansar al-Dine (Mali)
test_temporal_2016,201603240022,Kurdistan Workers' Party (PKK)
test_temporal_2016,201603260020,Abu Sayyaf Group (ASG)
test_temporal_2016,201603270059,New People's Army (NPA)
test_temporal_2016,201603290003,Caucasus Province of the Islamic State
test_temporal_2016,201603290004,Caucasus Province of the Islamic State
test_temporal_2016,201603290008,Ansar al-Dine (Mali)
test_temporal_2016,201603290041,Sudan People's Liberation Movement - North
test_temporal_2016,201603310003,Kurdistan Workers' Party (PKK)
test_temporal_2016,201603310004,Al-Shabaab
test_temporal_2016,201603310005,Abu Sayyaf Group (ASG)
test_temporal_2016,201604030004,New People's Army (NPA)
test_temporal_2016,201604030005,New People's Army (NPA)
test_temporal_2016,201604030006,New People's Army (NPA)
test_temporal_2016,201604030007,New People's Army (NPA)
test_temporal_2016,201604030009,New People's Army (NPA)
test_temporal_2016,201604030010,New People's Army (NPA)
test_temporal_2016,201604030011,New People's Army (NPA)
test_temporal_2016,201604030039,Al-Shabaab
test_temporal_2016,201604030040,Al-Shabaab
test_temporal_2016,201604030041,Al-Shabaab
test_temporal_2016,201604030055,New People's Army (NPA)
test_temporal_2016,201604030061,Sudan People's Liberation Movement - North
test_temporal_2016,201604030062,Sudan People's Liberation Movement - North
test_temporal_2016,201604040082,Sudan People's Liberation Movement - North
test_temporal_2016,201604050015,United Baloch Army (UBA)
test_temporal_2016,201604050021,Al-Shabaab
test_temporal_2016,201604050025,Al-Shabaab
test_temporal_2016,201604060028,Sinai Province of the Islamic State
test_temporal_2016,201604060040,New People's Army (NPA)
test_temporal_2016,201604070033,Sinai Province of the Islamic State
test_temporal_2016,201604070034,Sinai Province of the Islamic State
test_temporal_2016,201604070048,Al-Shabaab
test_temporal_2016,201604080032,Sinai Province of the Islamic State
test_temporal_2016,201604090018,Al-Shabaab
test_temporal_2016,201604100027,Al-Shabaab
test_temporal_2016,201604110010,Al-Shabaab
test_temporal_2016,201604110012,Kurdistan Workers' Party (PKK)
test_temporal_2016,201604120014,Baloch Liberation Army (BLA)
test_temporal_2016,201604120045,Ansar al-Dine (Mali)
test_temporal_2016,201604130032,United National Liberation Front (UNLF)
test_temporal_2016,201604130037,New People's Army (NPA)
test_temporal_2016,201604130045,Sinai Province of the Islamic State
test_temporal_2016,201604140003,Barqa Province of the Islamic State
test_temporal_2016,201604140004,Al-Shabaab
test_temporal_2016,201604150029,The New Irish Republican Army
test_temporal_2016,201604160028,Ansar al-Dine (Mali)
test_temporal_2016,201604160034,New People's Army (NPA)
test_temporal_2016,201604160035,New People's Army (NPA)
test_temporal_2016,201604170054,Barqa Province of the Islamic State
test_temporal_2016,201604180011,Al-Shabaab
test_temporal_2016,201604180073,Barqa Province of the Islamic State
test_temporal_2016,201604190035,Sinai Province of the Islamic State
test_temporal_2016,201604190036,Boko Haram
test_temporal_2016,201604210005,Al-Shabaab
test_temporal_2016,201604210042,New People's Army (NPA)
test_temporal_2016,201604230052,Sinai Province of the Islamic State
test_temporal_2016,201604260007,Al-Shabaab
test_temporal_2016,201604260008,Al-Shabaab
test_temporal_2016,201604260009,Al-Shabaab
test_temporal_2016,201604260040,Al-Shabaab
test_temporal_2016,201604270015,Sinai Province of the Islamic State
test_temporal_2016,201604280031,United Liberation Front of Assam (ULFA)
test_temporal_2016,201604280032,United Liberation Front of Assam (ULFA)
test_temporal_2016,201605010008,Al-Qaida in the Arabian Peninsula (AQAP)
test_temporal_2016,201605010015,Al-Shabaab
test_temporal_2016,201605010053,New People's Army (NPA)
test_temporal_2016,201605020014,Al-Shabaab
test_temporal_2016,201605030049,Al-Shabaab
test_temporal_2016,201605040038,Baloch Liberation Front (BLF)
test_temporal_2016,201605040051,New People's Army (NPA)
test_temporal_2016,201605060011,Barqa Province of the Islamic State
test_temporal_2016,201605060017,Al-Shabaab
test_temporal_2016,201605070017,Baloch Liberation Front (BLF)
test_temporal_2016,201605070018,Baloch Liberation Front (BLF)
test_temporal_2016,201605070031,Adan-Abyan Province of the Islamic State
test_temporal_2016,201605070040,New People's Army (NPA)
test_temporal_2016,201605090009,Al-Shabaab
test_temporal_2016,201605090049,Houthi extremists (Ansar Allah)
test_temporal_2016,201605090052,The New Irish Republican Army
test_temporal_2016,201605100001,Kurdistan Workers' Party (PKK)
test_temporal_2016,201605110027,Al-Qaida in the Arabian Peninsula (AQAP)
